ItemId,name,description,plaintextDesc,BaseCost,purchasable,TotalCost,SellPrice,tags,Map11,Map12,Map22,depth,MaxStack,consumed,inStore,requiredChampion,requiredAlly
1039,Hunter's Talisman,"<br><unique>UNIQUE Passive - Tooth:</unique> Damaging a monster with a spell or attack  steals 30 Health over 5 seconds and burns them for 60 magic damage. <mana>While in the jungle or river, regenerate up to 8 Mana per second based on your missing Mana.</mana> This item grants <font color='#99BBBB'><a href='SpecialJungleExperience'>Monster Hunter</a></font>. This item's healing will be increased by 50% when under 30% Health.<br><br><groupLimit>Limited to 1 Gold Income or Jungle item.</groupLimit>",Provides damage against Monsters and Mana Regen in the Jungle,350,1,350,245,Jungle,1,0,0,\N,\N,\N,\N,\N,\N
1041,Hunter's Machete,<stats>+10% Life Steal vs. Monsters</stats><br><br><unique>UNIQUE Passive - Nail:</unique> Basic attacks vs. Monsters deal 35 bonus damage on hit. This item grants <font color='#99BBBB'><a href='SpecialJungleExperience'>Monster Hunter</a></font>. This item's healing will be increased by 50% when under 30% Health.<br><br><groupLimit>Limited to 1 Gold Income or Jungle item.</groupLimit>,Provides damage and life steal versus Monsters,350,1,350,245,LifeSteal,1,0,0,\N,\N,\N,\N,\N,\N
1041,Hunter's Machete,<stats>+10% Life Steal vs. Monsters</stats><br><br><unique>UNIQUE Passive - Nail:</unique> Basic attacks vs. Monsters deal 35 bonus damage on hit. This item grants <font color='#99BBBB'><a href='SpecialJungleExperience'>Monster Hunter</a></font>. This item's healing will be increased by 50% when under 30% Health.<br><br><groupLimit>Limited to 1 Gold Income or Jungle item.</groupLimit>,Provides damage and life steal versus Monsters,350,1,350,245,OnHit,1,0,0,\N,\N,\N,\N,\N,\N
1041,Hunter's Machete,<stats>+10% Life Steal vs. Monsters</stats><br><br><unique>UNIQUE Passive - Nail:</unique> Basic attacks vs. Monsters deal 35 bonus damage on hit. This item grants <font color='#99BBBB'><a href='SpecialJungleExperience'>Monster Hunter</a></font>. This item's healing will be increased by 50% when under 30% Health.<br><br><groupLimit>Limited to 1 Gold Income or Jungle item.</groupLimit>,Provides damage and life steal versus Monsters,350,1,350,245,Jungle,1,0,0,\N,\N,\N,\N,\N,\N
1042,Dagger,<stats>+12% Attack Speed</stats>,Slightly increases Attack Speed,300,1,300,210,AttackSpeed,1,1,0,\N,\N,\N,\N,\N,\N
1043,Recurve Bow,<stats>+25% Attack Speed</stats><br><br><unique>UNIQUE Passive:</unique> Basic attacks deal an additional 15 physical damage on hit.,Greatly increases Attack Speed,400,1,1000,700,AttackSpeed,1,1,0,2,\N,\N,\N,\N,\N
1043,Recurve Bow,<stats>+25% Attack Speed</stats><br><br><unique>UNIQUE Passive:</unique> Basic attacks deal an additional 15 physical damage on hit.,Greatly increases Attack Speed,400,1,1000,700,OnHit,1,1,0,2,\N,\N,\N,\N,\N
1052,Amplifying Tome,<stats>+20 Ability Power</stats>,Slightly increases Ability Power,435,1,435,305,SpellDamage,1,1,0,\N,\N,\N,\N,\N,\N
1053,Vampiric Scepter,<stats>+15 Attack Damage<br>+10% Life Steal</stats>,Basic attacks restore Health,550,1,900,630,Damage,1,1,0,2,\N,\N,\N,\N,\N
1053,Vampiric Scepter,<stats>+15 Attack Damage<br>+10% Life Steal</stats>,Basic attacks restore Health,550,1,900,630,LifeSteal,1,1,0,2,\N,\N,\N,\N,\N
1054,Doran's Shield,"<stats>+80 Health</stats><br><br><passive>Passive: </passive>Restores 6 Health every 5 seconds.<br><passive>Passive: </passive>Basic attacks deal an additional 5 physical damage to minions on hit.<br><unique>UNIQUE Passive:</unique> Regenerate up to 40 health over 8 seconds after taking damage from an enemy champion, based on percent missing health. (66% effective for Ranged Champions or Area of Effect and Periodic damage triggers)",Good defensive starting item,450,1,450,180,Health,1,1,0,\N,\N,\N,\N,\N,\N
1054,Doran's Shield,"<stats>+80 Health</stats><br><br><passive>Passive: </passive>Restores 6 Health every 5 seconds.<br><passive>Passive: </passive>Basic attacks deal an additional 5 physical damage to minions on hit.<br><unique>UNIQUE Passive:</unique> Regenerate up to 40 health over 8 seconds after taking damage from an enemy champion, based on percent missing health. (66% effective for Ranged Champions or Area of Effect and Periodic damage triggers)",Good defensive starting item,450,1,450,180,HealthRegen,1,1,0,\N,\N,\N,\N,\N,\N
1054,Doran's Shield,"<stats>+80 Health</stats><br><br><passive>Passive: </passive>Restores 6 Health every 5 seconds.<br><passive>Passive: </passive>Basic attacks deal an additional 5 physical damage to minions on hit.<br><unique>UNIQUE Passive:</unique> Regenerate up to 40 health over 8 seconds after taking damage from an enemy champion, based on percent missing health. (66% effective for Ranged Champions or Area of Effect and Periodic damage triggers)",Good defensive starting item,450,1,450,180,Lane,1,1,0,\N,\N,\N,\N,\N,\N
1055,Doran's Blade,<stats>+8 Attack Damage<br>+80 Health<br>+3% Life Steal</stats>,Good starting item for attackers,450,1,450,180,Damage,1,1,0,\N,\N,\N,\N,\N,\N
1055,Doran's Blade,<stats>+8 Attack Damage<br>+80 Health<br>+3% Life Steal</stats>,Good starting item for attackers,450,1,450,180,Health,1,1,0,\N,\N,\N,\N,\N,\N
1055,Doran's Blade,<stats>+8 Attack Damage<br>+80 Health<br>+3% Life Steal</stats>,Good starting item for attackers,450,1,450,180,Lane,1,1,0,\N,\N,\N,\N,\N,\N
1055,Doran's Blade,<stats>+8 Attack Damage<br>+80 Health<br>+3% Life Steal</stats>,Good starting item for attackers,450,1,450,180,LifeSteal,1,1,0,\N,\N,\N,\N,\N,\N
1056,Doran's Ring,<stats>+60 Health<br>+15 Ability Power<br><mana>+5 Mana per 5 seconds</mana></stats><br><br><passive>Passive: </passive>Basic attacks deal an additional 5 physical damage to minions on hit.,Good starting item for casters,400,1,400,160,Health,1,1,0,\N,\N,\N,\N,\N,\N
1056,Doran's Ring,<stats>+60 Health<br>+15 Ability Power<br><mana>+5 Mana per 5 seconds</mana></stats><br><br><passive>Passive: </passive>Basic attacks deal an additional 5 physical damage to minions on hit.,Good starting item for casters,400,1,400,160,Lane,1,1,0,\N,\N,\N,\N,\N,\N
1056,Doran's Ring,<stats>+60 Health<br>+15 Ability Power<br><mana>+5 Mana per 5 seconds</mana></stats><br><br><passive>Passive: </passive>Basic attacks deal an additional 5 physical damage to minions on hit.,Good starting item for casters,400,1,400,160,ManaRegen,1,1,0,\N,\N,\N,\N,\N,\N
1056,Doran's Ring,<stats>+60 Health<br>+15 Ability Power<br><mana>+5 Mana per 5 seconds</mana></stats><br><br><passive>Passive: </passive>Basic attacks deal an additional 5 physical damage to minions on hit.,Good starting item for casters,400,1,400,160,SpellDamage,1,1,0,\N,\N,\N,\N,\N,\N
1057,Negatron Cloak,<stats>+40 Magic Resist</stats>,Moderately increases Magic Resist,270,1,720,504,SpellBlock,1,1,0,2,\N,\N,\N,\N,\N
1058,Needlessly Large Rod,<stats>+60 Ability Power</stats>,Greatly increases Ability Power,1250,1,1250,875,SpellDamage,1,1,0,\N,\N,\N,\N,\N,\N
1082,Dark Seal,"<stats>+10 Ability Power<br>+25% Increased Healing from Potions<br><mana>+100 Mana</mana></stats><br><br><unique>UNIQUE Passive - Dread:</unique> Grants +3 Ability Power per Glory.  <br><unique>UNIQUE Passive - Do or Die:</unique> Grants 2 Glory for a champion kill or 1 Glory for an assist, up to 10 Glory total. Lose 4 Glory on death.",Provides Ability Power and Mana.  Increases in power as you kill enemies.,350,1,350,140,HealthRegen,1,0,0,\N,\N,\N,\N,\N,\N
1082,Dark Seal,"<stats>+10 Ability Power<br>+25% Increased Healing from Potions<br><mana>+100 Mana</mana></stats><br><br><unique>UNIQUE Passive - Dread:</unique> Grants +3 Ability Power per Glory.  <br><unique>UNIQUE Passive - Do or Die:</unique> Grants 2 Glory for a champion kill or 1 Glory for an assist, up to 10 Glory total. Lose 4 Glory on death.",Provides Ability Power and Mana.  Increases in power as you kill enemies.,350,1,350,140,SpellDamage,1,0,0,\N,\N,\N,\N,\N,\N
1082,Dark Seal,"<stats>+10 Ability Power<br>+25% Increased Healing from Potions<br><mana>+100 Mana</mana></stats><br><br><unique>UNIQUE Passive - Dread:</unique> Grants +3 Ability Power per Glory.  <br><unique>UNIQUE Passive - Do or Die:</unique> Grants 2 Glory for a champion kill or 1 Glory for an assist, up to 10 Glory total. Lose 4 Glory on death.",Provides Ability Power and Mana.  Increases in power as you kill enemies.,350,1,350,140,Mana,1,0,0,\N,\N,\N,\N,\N,\N
1082,Dark Seal,"<stats>+10 Ability Power<br>+25% Increased Healing from Potions<br><mana>+100 Mana</mana></stats><br><br><unique>UNIQUE Passive - Dread:</unique> Grants +3 Ability Power per Glory.  <br><unique>UNIQUE Passive - Do or Die:</unique> Grants 2 Glory for a champion kill or 1 Glory for an assist, up to 10 Glory total. Lose 4 Glory on death.",Provides Ability Power and Mana.  Increases in power as you kill enemies.,350,1,350,140,Lane,1,0,0,\N,\N,\N,\N,\N,\N
1083,Cull,<stats>+7 Attack Damage<br>+3 Life on Hit</stats><br><br><unique>UNIQUE Passive:</unique> Killing a lane minion grants 1 additional Gold. Killing 100 lane minions grants an additional 350 bonus gold immediately and disables this passive.,Provides damage and Life Steal on hit - Killing minions grant bonus Gold,450,1,450,180,Damage,1,1,0,\N,\N,\N,\N,\N,\N
1083,Cull,<stats>+7 Attack Damage<br>+3 Life on Hit</stats><br><br><unique>UNIQUE Passive:</unique> Killing a lane minion grants 1 additional Gold. Killing 100 lane minions grants an additional 350 bonus gold immediately and disables this passive.,Provides damage and Life Steal on hit - Killing minions grant bonus Gold,450,1,450,180,LifeSteal,1,1,0,\N,\N,\N,\N,\N,\N
1083,Cull,<stats>+7 Attack Damage<br>+3 Life on Hit</stats><br><br><unique>UNIQUE Passive:</unique> Killing a lane minion grants 1 additional Gold. Killing 100 lane minions grants an additional 350 bonus gold immediately and disables this passive.,Provides damage and Life Steal on hit - Killing minions grant bonus Gold,450,1,450,180,Lane,1,1,0,\N,\N,\N,\N,\N,\N
1400,Enchantment: Warrior,<stats>+60 Attack Damage<br>+10% Cooldown Reduction</stats><br><br><groupLimit>Limited to 1 Gold Income or Jungle item.</groupLimit>,Grants Attack Damage and Cooldown Reduction,525,1,2625,1838,,1,0,0,3,\N,\N,\N,\N,\N
1401,Enchantment: Cinderhulk,"<stats>+300 Health<br>+15% Bonus Health</stats><br><br><unique>UNIQUE Passive - Immolate:</unique> While in combat, burns nearby enemies for <scaleLevel>[12 to 29]</scaleLevel> magic damage a second. Once every 12 seconds, your next immobilizing spell deals <scaleLevel>[12 to 29]</scaleLevel> <scaleHealth>(+3% Your Bonus HP)</scaleHealth> bonus magic damage and releases a fire nova that also deals that bonus damage around you. Immolate's damage is increased by 300% damage to minions and monsters.<br><groupLimit>Limited to 1 Gold Income or Jungle item.</groupLimit>",Grants Health and Immolate Aura,600,1,2500,1750,,1,0,0,3,\N,\N,\N,\N,\N
1402,Enchantment: Runic Echoes,"<stats>+80 Ability Power<br>+10% Cooldown Reduction<br><mana>+300 Mana</mana></stats><br><br><unique>UNIQUE Passive - Echo:</unique> Gain charges upon moving or casting. At 100 charges, the next damaging spell hit expends all charges to deal 60 (+10% of Ability Power) bonus magic damage to up to 4 targets on hit.<br><br>This effect deals 250% damage to Large Monsters. Hitting a Large Monster with this effect will restore 25% of your missing Mana.<br><br><groupLimit>Limited to 1 Gold Income or Jungle item.</groupLimit>",Grants Ability Power and periodically empowers your Spells,250,1,2500,1750,,1,0,0,3,\N,\N,\N,\N,\N
1412,Enchantment: Warrior,<stats>+60 Attack Damage<br>+10% Cooldown Reduction</stats><br><br><groupLimit>Limited to 1 Gold Income or Jungle item.</groupLimit>,Grants Attack Damage and Cooldown Reduction,525,1,2625,1838,,1,0,0,3,\N,\N,\N,\N,\N
1413,Enchantment: Cinderhulk,"<stats>+300 Health<br>+15% Bonus Health</stats><br><br><unique>UNIQUE Passive - Immolate:</unique> While in combat, burns nearby enemies for <scaleLevel>[12 to 29]</scaleLevel> magic damage a second. Once every 12 seconds, your next immobilizing spell deals <scaleLevel>[12 to 29]</scaleLevel> <scaleHealth>(+3% Your Bonus HP)</scaleHealth> bonus magic damage and releases a fire nova that also deals that bonus damage around you. Immolate's damage is increased by 300% damage to minions and monsters.<br><groupLimit>Limited to 1 Gold Income or Jungle item.</groupLimit>",Grants Health and Immolate Aura,600,1,2500,1750,,1,0,0,3,\N,\N,\N,\N,\N
1414,Enchantment: Runic Echoes,"<stats>+80 Ability Power<br>+10% Cooldown Reduction<br><mana>+300 Mana</mana></stats><br><br><unique>UNIQUE Passive - Echo:</unique> Gain charges upon moving or casting. At 100 charges, the next damaging spell hit expends all charges to deal 60 (+10% of Ability Power) bonus magic damage to up to 4 targets on hit.<br><br>This effect deals 250% damage to Large Monsters. Hitting a Large Monster with this effect will restore 25% of your missing Mana.<br><br><groupLimit>Limited to 1 Gold Income or Jungle item.</groupLimit>",Grants Ability Power and periodically empowers your Spells,250,1,2500,1750,,1,0,0,3,\N,\N,\N,\N,\N
1416,Enchantment: Bloodrazor,<stats>+50% Attack Speed</stats><br><br><unique>UNIQUE Passive:</unique> Basic attacks deal 4% of the target's maximum Health in bonus physical damage (max 75 vs. monsters and minions) on hit.<br><br><groupLimit>Limited to 1 Gold Income or Jungle item.</groupLimit>,Increases Attack Speed and deals damage based on the target's Health,625,1,2625,1838,,1,0,0,3,\N,\N,\N,\N,\N
1419,Enchantment: Bloodrazor,<stats>+50% Attack Speed</stats><br><br><unique>UNIQUE Passive:</unique> Basic attacks deal 4% of the target's maximum Health in bonus physical damage (max 75 vs. monsters and minions) on hit.<br><br><groupLimit>Limited to 1 Gold Income or Jungle item.</groupLimit>,Increases Attack Speed and deals damage based on the target's Health,625,1,2625,1838,,1,0,0,3,\N,\N,\N,\N,\N
2003,Health Potion,<groupLimit>Limited to 5 at one time. Limited to 1 type of Healing Potion.</groupLimit><br><br><consumable>Click to Consume:</consumable> Restores 150 Health over 15 seconds.,Consume to restore Health over time,50,1,50,20,Consumable,1,1,0,\N,5,1,\N,\N,\N
2003,Health Potion,<groupLimit>Limited to 5 at one time. Limited to 1 type of Healing Potion.</groupLimit><br><br><consumable>Click to Consume:</consumable> Restores 150 Health over 15 seconds.,Consume to restore Health over time,50,1,50,20,Jungle,1,1,0,\N,5,1,\N,\N,\N
2003,Health Potion,<groupLimit>Limited to 5 at one time. Limited to 1 type of Healing Potion.</groupLimit><br><br><consumable>Click to Consume:</consumable> Restores 150 Health over 15 seconds.,Consume to restore Health over time,50,1,50,20,Lane,1,1,0,\N,5,1,\N,\N,\N
2006,Showdown Health Potion,<groupLimit>Limited to 2 at one time. Limited to 1 type of Healing Potion.</groupLimit><br><br><consumable>Click to Consume:</consumable> Restores 150 Health over 15 seconds.,Consume to restore Health over time,50,1,50,20,Consumable,0,1,0,\N,2,1,\N,\N,\N
2006,Showdown Health Potion,<groupLimit>Limited to 2 at one time. Limited to 1 type of Healing Potion.</groupLimit><br><br><consumable>Click to Consume:</consumable> Restores 150 Health over 15 seconds.,Consume to restore Health over time,50,1,50,20,Jungle,0,1,0,\N,2,1,\N,\N,\N
2006,Showdown Health Potion,<groupLimit>Limited to 2 at one time. Limited to 1 type of Healing Potion.</groupLimit><br><br><consumable>Click to Consume:</consumable> Restores 150 Health over 15 seconds.,Consume to restore Health over time,50,1,50,20,Lane,0,1,0,\N,2,1,\N,\N,\N
2009,Total Biscuit of Rejuvenation,<consumable>Click to Consume:</consumable> Restores 80 Health and 50 Mana over 10 seconds.,,0,0,0,0,,1,1,0,\N,\N,1,0,\N,\N
2010,Total Biscuit of Everlasting Will,<consumable>Click to Consume:</consumable> Restores 10% of missing Health and Mana over 5 seconds.,,75,0,75,30,,1,1,0,\N,10,1,0,\N,\N
2015,Kircheis Shard,<stats>+15% Attack Speed</stats><br><br><unique>UNIQUE Passive - Energized:</unique> Moving and attacking will make an attack <a href='Energized'>Energized</a>. <br><unique>UNIQUE Passive - Jolt:</unique> Energized attacks gain <magicDamage>80 bonus magic damage</magicDamage>.,Attack speed and a chargable magic hit,400,1,700,490,AttackSpeed,1,1,0,2,\N,\N,\N,\N,\N
2015,Kircheis Shard,<stats>+15% Attack Speed</stats><br><br><unique>UNIQUE Passive - Energized:</unique> Moving and attacking will make an attack <a href='Energized'>Energized</a>. <br><unique>UNIQUE Passive - Jolt:</unique> Energized attacks gain <magicDamage>80 bonus magic damage</magicDamage>.,Attack speed and a chargable magic hit,400,1,700,490,OnHit,1,1,0,2,\N,\N,\N,\N,\N
2031,Refillable Potion,<groupLimit>Limited to 1 type of Healing Potion.</groupLimit><br><br><active>UNIQUE Active:</active> Consumes a charge to restore 125 Health over 12 seconds. Holds up to 2 charges and refills upon visiting the shop.,Restores Health over time. Refills at shop.,150,1,150,60,HealthRegen,1,1,0,\N,\N,\N,\N,\N,\N
2031,Refillable Potion,<groupLimit>Limited to 1 type of Healing Potion.</groupLimit><br><br><active>UNIQUE Active:</active> Consumes a charge to restore 125 Health over 12 seconds. Holds up to 2 charges and refills upon visiting the shop.,Restores Health over time. Refills at shop.,150,1,150,60,Consumable,1,1,0,\N,\N,\N,\N,\N,\N
2031,Refillable Potion,<groupLimit>Limited to 1 type of Healing Potion.</groupLimit><br><br><active>UNIQUE Active:</active> Consumes a charge to restore 125 Health over 12 seconds. Holds up to 2 charges and refills upon visiting the shop.,Restores Health over time. Refills at shop.,150,1,150,60,Active,1,1,0,\N,\N,\N,\N,\N,\N
2031,Refillable Potion,<groupLimit>Limited to 1 type of Healing Potion.</groupLimit><br><br><active>UNIQUE Active:</active> Consumes a charge to restore 125 Health over 12 seconds. Holds up to 2 charges and refills upon visiting the shop.,Restores Health over time. Refills at shop.,150,1,150,60,Lane,1,1,0,\N,\N,\N,\N,\N,\N
2031,Refillable Potion,<groupLimit>Limited to 1 type of Healing Potion.</groupLimit><br><br><active>UNIQUE Active:</active> Consumes a charge to restore 125 Health over 12 seconds. Holds up to 2 charges and refills upon visiting the shop.,Restores Health over time. Refills at shop.,150,1,150,60,Jungle,1,1,0,\N,\N,\N,\N,\N,\N
2033,Corrupting Potion,<groupLimit>Limited to 1 type of Healing Potion.</groupLimit><br><br><active>UNIQUE Active:</active> Consumes a charge to restore 125 Health and 75 Mana over 12 seconds and grants <font color='#FF8811'><u>Touch of Corruption</u></font> during that time. Holds up to 3 charges that refills upon visiting the shop.<br><br><font color='#FF8811'><u>Touch of Corruption:</u></font> Damaging spells and attacks burn enemy champions for 15 magic damage over 3 seconds. (50% Damage for Area of Effect or Damage over Time spells. Damage increases with champion level.)<br><br><rules>(Corrupting Potion can be used even at full Health and Mana.)</rules>,Restores Health and Mana over time and boosts combat power - Refills at Shop,350,1,500,200,Active,1,1,0,2,\N,\N,\N,\N,\N
2033,Corrupting Potion,<groupLimit>Limited to 1 type of Healing Potion.</groupLimit><br><br><active>UNIQUE Active:</active> Consumes a charge to restore 125 Health and 75 Mana over 12 seconds and grants <font color='#FF8811'><u>Touch of Corruption</u></font> during that time. Holds up to 3 charges that refills upon visiting the shop.<br><br><font color='#FF8811'><u>Touch of Corruption:</u></font> Damaging spells and attacks burn enemy champions for 15 magic damage over 3 seconds. (50% Damage for Area of Effect or Damage over Time spells. Damage increases with champion level.)<br><br><rules>(Corrupting Potion can be used even at full Health and Mana.)</rules>,Restores Health and Mana over time and boosts combat power - Refills at Shop,350,1,500,200,Consumable,1,1,0,2,\N,\N,\N,\N,\N
2033,Corrupting Potion,<groupLimit>Limited to 1 type of Healing Potion.</groupLimit><br><br><active>UNIQUE Active:</active> Consumes a charge to restore 125 Health and 75 Mana over 12 seconds and grants <font color='#FF8811'><u>Touch of Corruption</u></font> during that time. Holds up to 3 charges that refills upon visiting the shop.<br><br><font color='#FF8811'><u>Touch of Corruption:</u></font> Damaging spells and attacks burn enemy champions for 15 magic damage over 3 seconds. (50% Damage for Area of Effect or Damage over Time spells. Damage increases with champion level.)<br><br><rules>(Corrupting Potion can be used even at full Health and Mana.)</rules>,Restores Health and Mana over time and boosts combat power - Refills at Shop,350,1,500,200,HealthRegen,1,1,0,2,\N,\N,\N,\N,\N
2033,Corrupting Potion,<groupLimit>Limited to 1 type of Healing Potion.</groupLimit><br><br><active>UNIQUE Active:</active> Consumes a charge to restore 125 Health and 75 Mana over 12 seconds and grants <font color='#FF8811'><u>Touch of Corruption</u></font> during that time. Holds up to 3 charges that refills upon visiting the shop.<br><br><font color='#FF8811'><u>Touch of Corruption:</u></font> Damaging spells and attacks burn enemy champions for 15 magic damage over 3 seconds. (50% Damage for Area of Effect or Damage over Time spells. Damage increases with champion level.)<br><br><rules>(Corrupting Potion can be used even at full Health and Mana.)</rules>,Restores Health and Mana over time and boosts combat power - Refills at Shop,350,1,500,200,Lane,1,1,0,2,\N,\N,\N,\N,\N
2033,Corrupting Potion,<groupLimit>Limited to 1 type of Healing Potion.</groupLimit><br><br><active>UNIQUE Active:</active> Consumes a charge to restore 125 Health and 75 Mana over 12 seconds and grants <font color='#FF8811'><u>Touch of Corruption</u></font> during that time. Holds up to 3 charges that refills upon visiting the shop.<br><br><font color='#FF8811'><u>Touch of Corruption:</u></font> Damaging spells and attacks burn enemy champions for 15 magic damage over 3 seconds. (50% Damage for Area of Effect or Damage over Time spells. Damage increases with champion level.)<br><br><rules>(Corrupting Potion can be used even at full Health and Mana.)</rules>,Restores Health and Mana over time and boosts combat power - Refills at Shop,350,1,500,200,ManaRegen,1,1,0,2,\N,\N,\N,\N,\N
2047,Oracle's Extract,<consumable>Click to Consume:</consumable> Grants detection of nearby invisible or unseen enemy units for 5 minutes.,Allows champion to see invisible or unseen enemy units,300,1,300,120,Consumable,0,1,0,\N,\N,1,\N,\N,\N
2047,Oracle's Extract,<consumable>Click to Consume:</consumable> Grants detection of nearby invisible or unseen enemy units for 5 minutes.,Allows champion to see invisible or unseen enemy units,300,1,300,120,Stealth,0,1,0,\N,\N,1,\N,\N,\N
2047,Oracle's Extract,<consumable>Click to Consume:</consumable> Grants detection of nearby invisible or unseen enemy units for 5 minutes.,Allows champion to see invisible or unseen enemy units,300,1,300,120,Vision,0,1,0,\N,\N,1,\N,\N,\N
2051,Guardian's Horn,<stats>+150 Health</stats><br><br><passive>Passive: </passive>Restores 20 Health every 5 seconds.<br><unique>UNIQUE Passive:</unique> Blocks 12 damage from attacks and spells from champions (25% effectiveness vs. damage over time abilities).<br><br><groupLimit>Limited to 1 Guardian's Item.</groupLimit>,Good starting item for tanks,950,1,950,380,Health,0,1,0,\N,\N,\N,\N,\N,\N
2051,Guardian's Horn,<stats>+150 Health</stats><br><br><passive>Passive: </passive>Restores 20 Health every 5 seconds.<br><unique>UNIQUE Passive:</unique> Blocks 12 damage from attacks and spells from champions (25% effectiveness vs. damage over time abilities).<br><br><groupLimit>Limited to 1 Guardian's Item.</groupLimit>,Good starting item for tanks,950,1,950,380,HealthRegen,0,1,0,\N,\N,\N,\N,\N,\N
2051,Guardian's Horn,<stats>+150 Health</stats><br><br><passive>Passive: </passive>Restores 20 Health every 5 seconds.<br><unique>UNIQUE Passive:</unique> Blocks 12 damage from attacks and spells from champions (25% effectiveness vs. damage over time abilities).<br><br><groupLimit>Limited to 1 Guardian's Item.</groupLimit>,Good starting item for tanks,950,1,950,380,Lane,0,1,0,\N,\N,\N,\N,\N,\N
